Giuda Tallarico
Cassio Guida
Maurilio Morini
Italo Bosi
Stiliano Piazza
Sinesio Matta
Cesare Pozzi
Armando Garifo
Fiorenziano Rotondo
Maffeo Natali
Flaviano Casadei
Vindonio Gargiulo
Fiorenziano Calligaris
Taziano Recchia
Venerio Padula
Plinio Mecca
Golia Tretola
Brando Pagliuca
Dacio Rodigari
Oliviero Castiello
Doroteo Siracusa
Bindo Gioia
Ambrosiano Feleppa
Galdino Monaci
Quinziano Fiori
Flaviano Vinci
Zetico Carli
Valerio Castiglioni
Aidano Ferroni
Onesto Stabile
Luciano Fini
Rufo Bono
Ariberto Bongiovanni
Ennio Salvatore
Publio Dalmasso
Alcino Battistini
Walter Testa
Lauriano Spadafora
Melezio Genchi
Ottone Bentivoglio
Remondo Scuderi
Clodoveo Siri
Ugo Semprini
Rolfo Barreca
Tarcisio Lazzarini
Grato Bruni
Saffiro Laganà
Giosuele Fumagalli
Emidio Bianchini
Abbondanzio Mercuri
Cesario Cardella
Pantaleo Gerace
Lisandro Capuano
Renzo Martines
Vedasto Principato
Auro Florio
Severiano Destro
Melchiade Vercesi
Eufebio Cacciatore
Eraldo Riccobono
Manetto Fucci
Aristeo Pollina
Ponzio Deriu
Landolfo Tornatore
Richelmo Carollo
Zenaide Mancinelli
Lauriano Scarpa
Costantino Muratore
Cristiano La Porta
Giuseppe Saporito
Loreno De Col
Desiderato Ruggieri
Amleto Bucci
Everardo Bianc
Alcide Milan
Bertolfo Puccio
Berengario Astolfi
Empirio Fiorenza
Eleuterio Costantin
Ettore Chiacchio
Porziano D'Argenio
Mauro Terenzi
Giorgio Melillo
Birino Delle Monache
Glauco Vercesi
Melezio Guerriero
Cesare Mazzaro
Fedro Lo Giudice
Divo Cherubini
Serviliano Rota
Giacomo Carlino
Ettore De Filippis
Giandomenico Filice
Ischirione Antezza
Adeodato Minniti
Simone Pili
Aloisio Pica
Cesare Masia
Aristo Sepe
Igor Bresciani
Ampelio Vianello
Paride Lo Cascio
Amleto Padovan
Folco Valenti
Ampelio Valsecchi
Marcello Fusaro
Norberto Mingarelli
Nereo Campus
Ulfo Usai
Indro Centofanti
Serapione Terzi
Monaldo Bellucci
Oderico Molinari
Furio Dominici
Accursio Lupica
Vito Satta
Azelio Perego
Tiziano Paonessa
Lodovico Berto
Sigismondo Cipolletta
Angelo Ambrosio
Erasmo Riccardi
Nicodemo Tripodi
Ottavio Mastronardi
Galileo Forconi
Senofonte Tortorici
Felice Simeone
Luciano Mancinelli
Saul Leoni
Festo Pellitteri
Desiderato Campana
Landolfo Chilà
Ettore Carè
Bindo Visintin
Assunto Vezzoli
Gionata Barreca
Prisco Di Maria
Mauro Di Caccamo
Filippo Zeni
Silvano Floris
Annibale Lelli
Chiaffredo Ferrigno
Niceto Mecca
Livio Tagliaferri
Telchide Canepa
Porfirio Di Maria
Mansueto Galante
Vivaldo Abbrescia
Polifemo Cortese
Leonida Rampazzo
Genesio Capecchi
Ortensio Marongiu
Sinfronio D'Ambrosio
Ciriaco Pompilio
Andrea Pacini
Melezio Michelucci
Ernesto Cirelli
Ettore Alessi
Quintino Di Pietro
Muziano Panzeri
Severo Cruciani
Rodrigo Sacco
Bacco Giardini
Crispino Paris
Giuseppe Zamboni
Amleto Sestito
Orso Casula
Tarso Puggioni
Acario Cancellieri
Guiscardo Ciacio
Ulstano Tomassoni
Guglielmo Tomasi
Silvano Lamberti
Ernesto Gazzola
Sebastiano Simoncelli
Tolomeo Fazio
Quarto Cadoni
Verenzio Careddu
Ulpiano Acquistapace
Biagio Nucera
Apollinare Orefice
Tiburzio Termine
Prisco Granato
Iago Pavani
Fuscolo Iannello
Ermes Morandi
Gianmarco Biondi
Ausilio Giusti
Tobia Saba
Ennio Santarsiero
Vinebaldo Saracino
Tobia Ferrari
Nazzaro Tasso
Efisio Gandolfo
Canziano Caiazza
Annibale Mattei
Soccorso Paci
Fulvio Latini
Iacopone La Monica
Salvo Torresi
Palatino Bertolussi
Robaldo Cimmino
Alamanno Orrù
Bartolo Piazzolla
Paciano Pacifico
Olindo Grandi
Pippo Moretto
Barsaba Ostuni
Egidio Gallo
Elpidio Cangiano
Privato Pardini
Ampelio Morelli
Clemente Saladino
Zanobi Pagliuca
Caio Sacchi
Diogene Ciuffreda
Paterniano La Monaca
Volfango Carraro
Ulberto Mazzotta
Bernardo Lippolis
Gioele Avallone
Liborio Pipitone
Furio Gioacchini
Adalfredo Fischetti
Bellino Carminati
Erasmo Giunta
Serafino Sammartino
Maurilio Adamo
Attilano Biagini
Ivano Marzano
Lieto Catanzaro
Gaspare Romano
Uriele Grange
Adalgiso Lipari
Bassiano Calabria
Giobbe Cordioli
Dacio Evola
Marolo Battista
Gino Ciani
Barsimeo Manzi
Viliberto Tomasello
Maurilio Maurizi
Vivaldo Cuomo
Danilo Panico
Alceste Piras
Agrippa Vierin
Giove Mulè
Proteo Marelli
Manilio Di Paolo
Siriano Braia
Fleano Ferrigno
Bellino Giraudo
Romolo Carella
Pammachio Montalbano
Francesco Vincenzi
Crispino Giampaolo
Alessandro Rosati
Armando Di Marino
Remondo Finocchiaro
Alvise Rizza
Desiderato Carella
Taddeo Graziano
Narsete Antonucci
Gesualdo Doro
Taide Spadafora
Crespignano Pellegrino
Spano Peroni
Concordio Saracino
Giotto Schirru
Grato Salierno
Asterio Aceto
Ugo Corti
Giosuele De Martino
Acacio Pirone
Tosco Anselmi
Annibale Provenzano
Natale Tedde
Afro Scotti
Eusebio Buonomo
Crespignano Spadafora
Abbondio Russo
Isacco Ercoli
Ecclesio Pasqua
Elvezio Palma
Crescente Di Cesare
Aimone Mancinelli
Medoro Ciccarelli
Cassiano Moras
Mirocleto Castagna
Mirco Crespi
Cristaldo Tassi
Socrate Mattei
Erminio Martino
Gionata Marega
Ampelio Gullì
Odidone Di Girolamo
Sabele Paolino
Cecilio Rondinone
Celso Sabbatini
Rolando Abate
Ladislao Giudice
Tammaro Fasoli
Serviliano Falco
Assunto Iannucci
Doriano Di Maio
Mamante Caruso
Clodomiro Biagini
Aristione Panaro
Raimondo Grieco
Antonello Longo
Aleardo Migliaccio
Manlio Di Mauro
Celso Scherini
Zabedeo Balzano
Asimodeo Battisti
Giusto Librizzi
Verulo Foti
Bellino Benatti
Amedeo Marinelli
Mirocleto Paradiso
Evasio Medeot
Secondo Carlino
Ermenegildo Lolli
Sviturno Librizzi
Arnaldo Cannone
Lorenzo Totaro
Abbondanzio Viale
Rufino Scala
Clinio Gabrielli
Emidio Nicolini
Tosco Giugliano
Uberto Magliocco
Adamo Mantovani
Vodingo Mauri
Vulpiano Capizzi
Sisto Fiore
Piermarco Valenza
Macario Campagna
Amelio Golinelli
Elvino Nicotra
Maurilio Menozzi
Eustorgio Patanè
Sisto De Giorgio
Costante Sestito
Aidano Cossu
Agesilao Marzocchi
Chiaffredo Russo
Audace Piras
Cleandro Tornatore
Mariano Cabras
Orenzio Faraone
Adelfo Congiu
Pompeo Saladino
Berardo Barillà
Vedasto Malizia
Oderico Ghilardi
Alberto Arena
Amanzio De Masi
Orazio Agostinelli
Telchide Frezza
Omar Messana
Vito Rossi
Furio Gabriele
Venceslao Forgione
Coreno Pinna
Meneo Chimenti
Paterniano Nanni
Daniele Dragone
Gondulfo Lentini
Paolo Randazzo
Alfredo Cappello
Gallicano Sforza
Prisco Viti
Mirko Criscione
Sandro Iannaccone
Amico Capone
Aratone Barsotti
Ernesto Ricci
Archippo Costantino
Clodoveo Carlucci
Paciano Zuliani
Pauside Lentini
Mennone D'Aleo
Alviero Cristofaro
Sergio Martucci
Pericle Bartolini
Benvenuto Mercurio
Geronimo Simoni
Virone Napolitano
Damiano Nobile
Baldassarre De Fazio
Caino Cappelletti
Aristofane Tarquini
Gavino Coslovich
Gilberto Nesti
Primo Guarnieri
Rufino Pariggiano
Battista Sabatini
Magno Boffa
Venusto Marega
Teogene Lippolis
Amilcare Filice
Letterio Nardi
Leandro Aramini
Uranio Bennardo
Lauriano Sepe
Melezio Toti
Sabazio Mazzola
Ciriaco La Malfa
Angelo Santarsiero
Matteo Pinna
Leandro Virgilio
Adelardo Cassano
Mariano Giraudo
Casto Correale
Zanobi Vitali
Matteo Tassi
Germano Del Gaudio
Guelfo Parise
Indro Todaro
Adelfo Marone
Gianbattista Pascali
Bardo Puglisi
Arnaldo Frezza
Ermilo Chirico
Girardo Bedini
Cosimo Terzi
Ippolito Maurizi
Catullo Salerno
Sostene Garavaglia
Giacomo Licitra
Berengario De Cicco
Giuseppe Mariano
Gianni Viola
Benvenuto Vecchi
Rutilo Fumarola
Gabino Sartor
Beltramo Fasano
Zeno Pedone
Dionisio Bordoni
Sesto Galasso
Spano Corti
Emmerico Piccolo
Dionigi Casagrande
Geronzio Salierno
Adolfo Brandi
Muziano Liguori
Pellegrino Bertelli
Ventura Carboni
Vespasiano Denti
Venanzio Mingarelli
Orfeo Casu
Prudenzio La Manna
Varo Eligibile
Armando Rinaldi
Venanzio Cara
Daciano Roberti
Nicodemo Semprini
Cataldo Manzi
Gianpiero Brunetti
Pantaleone Viola
Stanislao Poggio
Cristaldo Dini
Giobbe Pellegrino
Nino Caterino
Cirillo Maugeri
Giulio Mazzi
Proteo Di Stefano
Spartaco Luppi
Tussio Pircher
Ottone Martino
Iacopo Locci
Alarico Cannata
Luca Elia
Sempronio Ross
Albrico Santarelli
Silvano Altieri
Sinesio Zunino
Rodolfo Cabras
Giancarlo Callegari
Evaldo Tiberti
Amanzio Morreale
Spano Longo
Filippo Borghi
Tancredi Chimenti
Mosè Fabbri
Adamo Fusco
Nicola Capponi
Oreste Milella
Fabiano Bergamini
Aurelio Croce
Procopio Salomone
Ferdinando Pirrone
Polidoro Spanu
Costantino Nicastro
Fulvio Mangione
Esaù Crisafulli
Brando Laezza
Adalgiso Orlando
Coreno Panico
Amadeo Iazzetta
Macario Demurtas
Ignazio Saporito
Catullo Mascolo
Franco Carnovale
Alarico Scaglione
Matroniano Cherubini
Paterniano Di Michele
Zanobi Lupica
Gaetano Latorre
Erardo Gerace
Ippocrate Baldini
Norberto Di Somma
Ippolito De Chiara
Verenzio La Monaca
Vittorio Battisti
Pompeo Librizzi
Elita Catellani
Amone Baldacci
Cleandro Manzi
Valerico Ricciardi
Maccabeo Ercoli
Iago Marcovecchio
Volfango Ponti
Ponzio Castellano
Damaso Scalise
Afro Pesaresi
Eliano Dolci
Elogio Nicoletti
Gerolamo Ferrario
Agostino D'Angelo
Massimiliano Randazzo
Stiriaco Menozzi
Piergiorgio Liotta
Vinebaldo Capannolo
Oreste Bucci
Aristo Serena
Medardo Salemme
Gianpiero Foschi
Fermo Canu
Abdone Criscenti
Ottaviano Battista
Valeriano Cara
Gionata De Rosa
Ottone Pascucci
Abenzio Pascali
Metrofane Di Ciocco
Alfredo Romanelli
Gianluigi De Fazio
Iago Gianotti
Zeno Di Luca
Iacopo Mori
Ermes Rizza
Oderico Croce
Bonaldo Bergamini
Aleramo Stanzione
Pantaleo Romanini
Neopolo Scarpa
Prisco Cherubini
Sarbello Pintus
Almiro Preziosi
Romolo Severino
Servidio Natali
Adalrico Noto
Gildo Grande
Edmondo Oliva
Benigno D'Agostino
Reginaldo Licata
Ernesto Sala
Sigismondo Blanc
Piero Ciccarelli
Onorino Lai
Nico Laganà
Lino Monni
Romeo D'Angeli
Richelmo Riccobono
Niceforo Ferranti
Ortensio Polimeno
Crescente Tallone
Siro Spadoni
Vittore Luciani
Marolo Palmisani
Saverio Cellini
Tesifonte Capasso
Vulmaro Riggio
Diogene Luzi
Zoilo Francesconi
Antino Palmisani
Maccabeo Rosselli
Ulrico Ciampa
Famiano Natali
Patrizio Serr
Parmenio Marziali
Gomberto Bisio
Abele Iacono
Sinfronio Indelicato
Graziano Mautone
Porziano Amoroso
Adelchi Scopece
Cleandro Damiano
Eros Comito
Pantaleo Scanu
Vittore Nicolosi
Dionigi Santangelo
Respicio Ippoliti
Socrate Andrisani
Elia Vailati
Guelfo Casavecchia
Lancilotto Perrone
Guido Sala
Elia Maiello
Evremondo Saporito
Domiziano Belotti
Primo Macrì
Severo Paci
Pacifico Tumino
Gaudino Di Marino
Stiliano Mariano
Evaristo Tumino
Guiberto Saccone
Abaco Di Felice
Saffo Tretola
Filiberto Nieddu
Pardo Privitera
Gaudino Valenza
Soccorso Bacci
Divo Paolucci
Paolo Farella
Tancredi Parente
Nico Cusimano
Agostino Del Prete
Fidenzio Putzolu
Eros Lori
Aristione Castaldi
Turi Boffa
Elio Bertani
Evandro Papini
Eusebio Burgio
Innocente Cruciani
Milo Brandi
Demostene Sanna
Norberto Barreca
Diogene Brignone
Dagoberto Sannino
Furio Merli
Velio Bulgarelli
Danilo Politi
Paride De Bona
Arminio Coppola
Aleramo Cascone
Raffaele Lombardi
Silvio Cicala
Ivone Pircher
Calcedonio Scognamiglio
Respicio Caiazza
Eutalio Criscenti
Acario Zanetta
Davino Di Iorio
Giona Lelli
Mercurio Angeletti
Crispino Costanza
Ernesto Putzolu
Alviero Moro
Arrigo Traini
Filomeno Cavallo
Mario Mazzarella
Pantaleone Di Costanzo
Primo Bonetti
Abelardo Messina
Amleto Preziosi
Settimo Marzocchi
Aciscolo Migliore
Sinfronio Natale
Caronte Conte
Araldo Monni
Walter Chiacchio
Bardo Lamacchia
Saturnino Ceccarini
Colmazio Ferrigno
Ovidio Nieddu
Minervino Tanzi
Domiziano Reina
Quintino Scarano
Mansueto Pisciotta
Gianmaria Schiavon
Ottaviano Ruotolo
Giandomenico Caricari
Mirocleto Bassi
Ulisse Fanelli
Matroniano D'Urso
Serafino Corti
Cassiano Tufano
Lautone Bernardini
Bacco Urbano
Ortensio Pibiri
Taziano Alfieri
Telchide Turco
Clemente Cerrani
Isaia Perini
Celso Masala
Gomberto Colucci
Gianni Mancinelli
Narciso Rinaldi
Sireno Sabato
Vulpiano Pedrazzini
Piergiorgio Bove
Giustiniano Pischedda
Simeone Galante
Pauside Cerise
Agamennone D'Onofrio
Damiano Conte
Tizio Paonessa
Baldomero Orlando
Rodolfo Franceschi
Gandolfo Pichler
Enecone D'Alessandro
Gerolamo Pecorella
Arminio Di Santo
Ciro Ottaviani
Remo Rosi
Romoaldo Ceccarini
Ippolito Fiorentini
Serviliano Di Liberto
Pierangelo Viola
Rainaldo Matera
Piersilvio Lenzi
Leonida Di Liberto
Concetto Anelli
Ilario Coslovich
Lidio Gangemi
Eusebio Canu
Isacco Tufo
Esaù Leggio
Leone Carvelli
Enea Butera
Bertoldo Graziani
Antero Nicosia
Tesauro Lodi
Aleardo Pastore
Diodoro Ruotolo
Abdone Coppola
Grato Tomaselli
Alberto Amoruso
Ticone Pellicano
Zenone Cascone
Eligio Riccardi
Severiano Capitani
Luigi Ricci
Meneo Mazzone
Baldo Manicone
Cristiano Cipriani
Benito Papaleo
Giacobbe Forlani
Dagoberto Prete
Coronato Santamaria
Valerio Scanu
Egeo Tonini
Empirio Boi
Gianluigi Balistreri
Marzio Antonucci
Barnaba Spina
Indro Rondoni
Filiberto Poggi
Lapo Torri
Cosma Ferro
Felice Sarnataro
Adelgardo Fabiano
Cristiano Salemme
Ippolito Alivernini
Onorino De Chiara
Gioberto Maugeri
Valfredo Valsecchi
Erberto Romaniello
Moreno Moretti
Clodomiro Spano
Pompeo Castellana
Leopoldo Gaudiano
Narciso Costa
Giosuele Izzo
Cassio Bologna
Turi Pierini
Pantaleone Sarnataro
Ambrogio Prete
Augusto Sasso
Mario Palmisani
Ardito Contu
Salustio Annunziata
Auberto Marra
Porziano Valente
Benito Capuano
Richelmo Cappai
Ezechiele Floris
Platone Valeri
Innocente Romanini
Teobaldo Lauri
Siricio Savoca
Teobaldo Pini
Domenico Licata
Vincenzo Flore
Aristeo Dragoni
Quintilio Ciuffreda
Leonzio D'Angelo
Gualtiero Canova
Volfango Calabrò
Guido Crevatin
Menelao Forte
Abramio Mastroianni
Aresio Catellani
Adalgiso Pinardi
Sidonio Scanu
Tiburzio Cammarata
Ulstano Lorenzini
Eusebio Mura
Edmondo Durante
Viscardo Petronio
Santo Tofani
Venerio Basso
Eustorgio Masciandaro
Romano Conforti
Cataldo Sasso
Senofonte Ciuffreda
Quintilio Recchia
Barsimeo Branca
Oronzo Terzo
Benito De Meo
Lorenzo Vitale
Vasco Ciotti
Genziano Giaccio
Cirano Di Nardo
Anselmo Beso
Gianmaria Dal Farra
Amos Salemme
Odorico Righetti
Auberto Macchi
Galdino De Cristofaro
Barnaba Bernasconi
Donatello Palladino
Plinio Miceli
Maffeo Costantin
Manilio Luzi
Ponziano Tesi
Galeazzo Motisi
Onofrio Ingrosso
Regolo Aquino
Gillo Marchese
Domenico Franchini
Golia Cuomo
Rutilo Dell'Amico
Tesifonte Sasso
Timoteo Parise
Benvenuto Mastroianni
Candido Bacci
Michelangelo Mastroianni
Glauco Gamper
Evandro Mazzotta
Acario Patriarca
Mattia Balducci
Gianbattista Perra
Sabato Piana
Adelchi Merlo
Roberto Dell'Amico
Gavino Papaleo
Adalrico Marchetto
Monitore Daniele
Ausilio Schettino
Gioele Carminati
Melanio Di Stefano
Niniano Gentile
Vitalico Pariggiano
Giotto Gigli
Giotto Marciano
Domiziano Ferrando
Renzo Gregori
Galileo De Bona
Tiberio Zordan
Adalberto Bernardi
Golia Trevisan
Lancilotto Butera
Accursio Tralli
Gianmarco Conte
Lucio Mottola
Azeglio Bevilacqua
Dodato Corsini
Romoaldo Coslovich
Golia Vacca
Damaso Agostinelli
Simone Lazzari
Isidoro Zotti
Silvano Zeni
Cesare Tassi
Massimiliano Cavallini
Lamberto Fiorucci
Sigismondo Grilli
Secondo Pesaresi
Ponziano Acquistapace
Lancilotto De Feo
Antelmo Ventura
Isaia Guida
Ramiro Secchi
Adriano Pischedda
Tiberio Cozzi
Ermilo Capuano
Marco Moretti
Soccorso Restivo
Santo Nardi
Aristione Ferracuti
Callisto Nobile
Regolo Cortinovis
Furio Conti
Azeglio Burgio
Alfonso Gruppuso
Socrate Cortesi
Adalardo Malaspina
Pacifico Giuliano
Erico Zambon
Vinebaldo Biagetti
Ludano Cruciani
Pauside La Sala
Gineto Colantuono
Germano Bianc
Coreno Pecorella
Ismaele Arcangeli
Geronimo Brizzi
Eriberto Pircher
Canziano Capelli
Famiano Fabrizi
Eustorgio Coretti
Pasquale Delogu
Celso Balzano
Edmondo Urbano
Auberto Addis
Nico Di Pede
Lautone De Rossi
Nicea Boscaino
Settimo Iovino
Magno Colucci
Maurizio Bertini
Fedro Crimi
Sabato Aloi
Aratone Valenti
Ottaviano Tedesco
Vittoriano Briano
Aristeo Raneri
Ulberto Cannata
Amedeo Saporito
Venceslao Mastronardi
Roberto Bozzi
Gesualdo Militello
Colmazio Lucidi
Porziano Barbato
Marolo Sebastiani
Moreno Spano
Fosco Giovinazzo
Ettore Pappalardo
Ercolano Dini
Fiorenziano Giardina
Osvaldo Marrazzo
Saffo Pili
Emiliano Moroni
Pancrazio Sparacino
Edoardo Boschi
Amos Bonomi
Abramio Nocera
Raide Battista
Uranio Candido
Tito Lovato
Tizio Barreca
Gianluca Lippolis
Calogero Pica
Bellino Pierini
Crispino Scrofani
Paterniano Abate
Alvise Chiacchio
Ivanoe Violi
Ettore Caputo
Costanzo Gioacchini
Eraldo Mulas
Zetico Ferrigno
Colmazio Biggi
Ulderico Cappiello
Esuperio Caserta
Leone Del Monte
Sisto Atzori
Calcedonio Cataldi
Valente Iacolare
Alcide Pasquini
Sebastiano Bresciani
Elita Solinas
Amintore Santucci
Ticone Fornara
Saffiro Sabato
Melchiade Papaleo
Polifemo Schirru
Danio Di Marco
Renzo Grieco
Averardo Perna
Pacomio Zambon
Pierluigi Damico
Zaccaria De Candido
Aleardo La Sala
Patrizio Nanni
Elia Morelli
Aratone Ferrero
Dodato Muratore
Gerasimo Iandolo
Evidio Pacini
Aldo Zunino
Iorio Orsini
Erminio Fadda
Eufronio Morello
Benito Fiore
Illidio Russo
Uriele Verde
Nicola Pozzi
Balderico Stanzione
Alano Corridori
Solocone Bozzi
Cassio Volpi
Valente Marchesan
Giusto Femina
Giocondo Fancello
Pardo Pircher
Oreste Brunetti
Costantino Balboni
Angelo Gentile
Gianpaolo Di Gregorio
Aquilino Palazzi
Maccabeo Perugini
Eustosio Del Gaudio
Ido Barretta
Callisto Federici
Cassio Sanfilippo
Robaldo Anelli
Manilio Como
Bonaventura Maniscalco
Ippocrate Casali
Eros Bruschi
Alighiero Rallo
Orenzio Girardi
Gabino Di Gregorio
Efisio Argiolas
Saffo Bartoli
Mirko Matta
Astianatte Ferraro
Cherubino Catalano
Sico Mercurio
Colmazio Cenni
Giandomenico La Rosa
Amleto Paolella
Agapito Minniti
Rinaldo Oggiano
Tazio Sorbello
Tranquillo Iannone
Addo Di Santo
Viliberto Piccione
Rodrigo Paolella
Varo Papa
Savino Marchetto
Zosimo Di Sarno
Democrito Schifano
Evasio Zucca
Simeone Santangelo
Primo Scanu
Cirillo Pepe
Richelmo Parrinello
Feliciano Luciano
Paride Costantini
Adelmo Filipponi
Dione Matta
Piero Beso
Luca Trevisan
Dagoberto Pariggiano
Osvaldo Gregori
Lancilotto Troisi
Stanislao Fuoco
Eginardo Zambon
Zoilo Peluso
Iorio Piga
Beronico Carletti
Amleto Gori
Anacleto Corrado
Massimiliano Buongiorno
Oreste Trevisan
Pierangelo Forconi
Pippo Silvestrini
Apuleio Gobbi
Gesualdo Bertani
Guiscardo Menegatti
Antino Morini
Venanzio Santarsia
Dario Di Sarno
Alvise Tataranni
Aristofane Balducci
Rolando Di Gaetano
Menelao Mastronardi
Salomè Ruberto
Volfango Borrelli
Divo Tomei
Severino Piga
Semplicio Altieri
Prassede Cavalli
Mancio Baraldi
Ursicio Vinci
Saturnino Dolci
Folco Camilli
Silvio Cappelletti
Perseo Gazzola
Servidio Cucchiara
Polidoro Sestito
Ido De Maio
Claudio Murolo
Gianmario Papapietro
Amilcare Candela
Polidoro Sestito
Cassio Mele
Paolo Luconi
Nicodemo Falzone
Germano Atzeni
Doriano Schillaci
Rolando Corsini
Giandomenico Giustra
Beltramo Zennaro
Baldomero Barbarulo
Tussio Piacentini
Zanobi Bianc
Ezechiele Contini
Costantino De Sanctis
Frido Leale
Giona Mazzotti
Livino Criscione
Alighiero Mazzarella
Palladio Narciso
Eusebio De Fazio
Evremondo Agresta
Gomberto Nigro
Ottaviano Gennaro
Sapiente Damiani
Gianluca Pennestrì
Saturnino Morelli
Adrione Morandi
Ferruccio Mastronardi
Concetto Gaspari
Riccardo Sessa
Lazzaro Nicoletti
Fidenzio Sacchet
Ennio Zordan
Quintino Buongiorno
Pierangelo Rigoni
Nazario Doro
Oreste Morandi
Gustavo De Candido
Acario Barresi
Santo Vitiello
Salomè Santarsia
Carmine Valeri
Gioventino Giuliani
Guelfo Castellano
Ferdinando Cocco
Marolo Tonelli
Ulstano Cifarelli
Nico Mazzaro
Tirone Musumeci
Lancilotto Fasano
Palladio Rotondo
Gioventino Veronese
Platone Cammarata
Everardo Romanelli
Plinio Cappai
Patroclo Chessa
Gianpiero Cerutti
Bonifacio Felici
Colombo Festuccia
Virginio Volpi
Efisio Capponi
Iago Petrucci
Ludovico Zaccaro
Nicarete Francesconi
Ariosto Monticelli
Amos Bosco
Aristarco Fusco
Vito Iandolo
Elvino Campanella
Ansovino Bortolin
Matroniano Bocchi
Cleonico Palmieri
Gaudenzio Masala
Viviano De Falco
Celso Palmeri
Ermilo Fiori
Sico Martucci
Gesualdo Marrone
Uberto Rizzo
Argimiro Ciani
Serafino Cuzzocrea
Costante Barletta
Luca Serpa
Samuele Grilli
Boris Ferrarini
Vedasto Grasso
Aleandro Guastone
Sabato Galante
Sostrato Nuzzo
Furseo Pompilio
Eterie Dell'Amico
Dante Capoccia
Ippocrate Cellini
Tranquillo Iovino
Edgardo Cortesi
Iacopone Flacco
Gillo Picco
Iginio Pignatelli
Salomè Magi
Vidone Matranga
Odorico Frezza
Mauro Denaro
Venustiano Carta
Giuda Apicella
Dino Pianigiani
Fabiano Putzolu
Cassio Inzerillo
Gonzaga Alberti
Barbarigo Marzocchi
Attilio Favaro
Vasco Iuliano
Bardomiano Costantini
Prudenzio Dalmasso
Ippolito Viviani
Corbiniano Mascolo
Marino Sala
Eliseo Pedroni
Perseo Manca
Battista Argenio
Sostrato Politi
Odorico Musella
Alessandro Ravaioli
Ugolino Sassano
Casimiro Paola
Archimede Zaccaria
Niceforo Trapani
Iorio Simula
Santo Celano
Galeazzo Cozzani
Leonio Lo Bianco
Aristeo Filippini
Arialdo Filippini
Michelangelo Piana
Graciliano Matteucci
Gustavo Doria
Evremondo Salvati
Serviliano Brizzi
Pauside Schiavi
Adeodato Lugli
Quarto Ferrari
Aldo Messina
Callisto Pianese
Solocone Tarquini
Magno Loddo
Romero Casu
Abele Sannino
Coriolano Megna
Bonagiunta Crimi
Cesario Vinci
Osvaldo Valletta
Eugenio Meloni
Ursicio Carbon
Zosimo Paola
Sostene Tedesco
Adrione Traverso
Nicolò Di Ciocco
Adolfo Margiotta
Fidenziano De Masi
Costantino Gioia
Fulberto Blasi
Gianluigi Carrozza
Giocondo Bisconti
Lazzaro Monterosso
Fernando Reina
Saturniano Malatesta
Leopoldo Montanari
Angelo Di Natale
Geronimo Riparbelli
Gioventino Dominici
Dalmazio Lugli
Zabedeo Di Pede
Guiscardo Mazzarella
Niniano Lonardi
Turi Mazzaro
Socrate Formica
Luca Fortugno
Almiro Sini
Stiliano Tedde
Zenaide Tedde
Crocefisso Zanetti
Rinaldo Nucera
Adelchi Blanc
Corbiniano Quarta
Evasio Sorce
Uranio Scala
Attila Neri
Giadero Macrì
Stiriaco Scalia
Venusto Torchio
Moreno Sucera
Isacco Parrino
Gabriele Pibiri
Pietro Venezia
Eufemio Silvestri
Simone Florio
Tibaldo Iacono
Senofonte Fancello
Ausilio Nicolini
Durante Nicosia
Alceo Giudice
Gandolfo Scardino
Alessandro Mengoni
Endrigo Torchio
Eliseo Grillo
Caino Mannino
Sirio Medici
Gumesindo Spada
Baldo Errichiello
Ermilo Bartolucci
Fiorenzo Malerba
Regolo Zamboni
Lapo Soccorsi
Amilcare Ambrosini
Galileo Natale
Auberto Usai
Leopardo Sassano
Albrico Lo Piccolo
Fabrizio Ferraro
Palladio Biagetti
Eligio Angelucci
Lancilotto Scopece
Leopardo Santi
Daniele Lombardo
Clodoveo Andrisani
Bonifacio Demurtas
Salvatore Sassano
Omero Ruberto
Crescenzio Tretola
Amico Nocera
Silvio De Salvo
Pantaleo Criscione
Clodoveo Nappi
Anselmo Boschetti
Gherardo Andrisani
Luigi Doronzo
Quarto Petrelli
Ariberto Mengoni
Maccabeo Feliziani
Emanuele Scarpa
Graciliano Casali
Polidoro Porcu
Albano Romanini
Orazio Tortorici
Secondo Davoli
Quasimodo Alivernini
Galeazzo Sabatini
Malco Carraro
Cosimo Tumino
Regolo Perugini
Menardo Conti
Demostene Sestito
Flavio Liuzzi
Evasio Scarpellini
Feliciano Lovato
Senofonte Bianchi
Secondo Giovannini
Settimo Colangelo
Milo Patti
Gedeone Spanò
